都道府県漢字名,市区郡漢字名,町村字通称漢字名,通称漢字名,緯度,経度
宮城県　,仙台市　太白区　　　,柳生　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　太白区　　　,柳生　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　太白区　　　,柳生　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　太白区　　　,柳生　４丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　太白区　　　,柳生　５丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　太白区　　　,柳生　６丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　太白区　　　,柳生　７丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　太白区　　　,山田　山田山　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,明通　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,明通　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,明通　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,明通　４丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,旭丘堤　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,旭丘堤　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉ケ丘　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉ケ丘　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉ケ丘　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉ケ丘　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉ケ丘　５丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,加茂　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,加茂　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,加茂　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,加茂　４丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,加茂　５丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,北中山　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,北中山　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,北中山　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,北中山　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,黒松　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,黒松　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,黒松　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,向陽台　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,向陽台　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,向陽台　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,向陽台　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,向陽台　５丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　４丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　５丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　６丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　７丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　８丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　９丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　１０丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　１１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　１２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,将監　１３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,松陵　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,松陵　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,松陵　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,松陵　４丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,松陵　５丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台西　１丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台西　２丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台西　３丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台西　４丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台東　１丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台東　２丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台東　３丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台東　４丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,住吉台東　５丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,高森　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,高森　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,高森　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,高森　４丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,高森　５丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,高森　６丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,高森　７丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,高森　８丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,長命ケ丘　１丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,長命ケ丘　２丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,長命ケ丘　３丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,長命ケ丘　４丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,長命ケ丘　５丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,長命ケ丘　６丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,鶴が丘　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,鶴が丘　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,鶴が丘　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,鶴が丘　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,寺岡　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,寺岡　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,寺岡　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,寺岡　４丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,寺岡　５丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,寺岡　６丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台　５丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台　６丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台　７丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台東　１丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台東　２丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台東　３丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台南　１丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台南　２丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南光台南　３丁目　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,虹の丘　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,虹の丘　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,虹の丘　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,虹の丘　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南中山　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南中山　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南中山　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南中山　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,南中山　５丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,館　１丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,館　２丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,館　３丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,館　４丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,館　５丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,館　６丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,館　７丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,山の寺　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,山の寺　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,山の寺　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,桂　１丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,桂　２丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,桂　３丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,桂　４丁目　　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,天神沢　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,天神沢　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,八乙女　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,八乙女　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,八乙女　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,八乙女　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉中央　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉中央　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉中央　３丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,泉中央　４丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,明石南　１丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,明石南　２丁目　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,紫山　１丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,紫山　２丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,紫山　３丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,紫山　４丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,仙台市　泉区　　　　,紫山　５丁目　　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　赤地　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　赤地道上　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　赤地道下　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　阿久土　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　愛宕　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　愛宕下　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　愛宕山　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　油畑　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　天苅沢　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　板木　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　板木山　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　板沢　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　一枚田　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　一里塚川向　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　一里塚土手下　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　一里塚道上　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　一里塚道下　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　稲子山　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　内川　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　内坪　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　内町浦　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　浦山　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　漆保　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　上野　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　上堀　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　海老沢　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　追分川根　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　追分下　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大穴沢　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大石川原　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大石ヶ沢　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大臼張　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大萱　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大倉　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大倉山　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大沢前　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大清水　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大杉　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
宮城県　,刈田郡　　　　　　　,七ヶ宿町　大平　　　　　　　　　　　　　,　　　　　　　　　　　　　　　　　　　　　　　　　,,
